0,0,3,5,5,5,4,4,3,4,7,9,9,11,12,10,10,11,11,12,13,7,0,0,0,0,0,0
0,0,3,4,4,3,4,4,3,3,4,3,3,6,9,9,10,11,9,13,10,7,0,0,0,0,0,0
0,0,3,4,4,3,4,4,4,9,12,16,12,14,11,11,11,13,17,14,13,9,0,0,0,0,0,0
0,0,0,4,6,6,5,6,4,5,5,6,6,7,7,9,8,8,7,8,8,8,6,0,0,0,0,0
0,0,4,4,4,4,4,4,4,4,4,11,13,15,13,13,12,14,15,14,11,7,0,0,0,0,0,0
0,0,4,5,5,4,3,4,4,4,4,3,9,9,10,10,9,11,11,11,10,8,0,0,0,0,0,0
0,0,0,4,6,8,7,7,8,6,6,13,15,18,18,19,16,12,12,19,19,16,11,0,0,0,0,0
0,0,0,6,8,10,11,9,8,5,5,4,8,11,13,14,12,13,15,15,14,11,10,0,0,0,0,0
0,0,0,5,6,7,6,5,5,4,5,4,4,8,9,10,10,9,9,9,7,6,5,0,0,0,0,0
0,0,3,4,4,4,3,4,4,4,8,12,13,13,10,11,10,11,13,12,10,8,0,0,0,0,0,0
0,0,0,0,5,6,6,8,7,6,6,6,5,5,6,6,7,8,8,7,8,8,8,6,0,0,0,0
0,0,0,4,5,8,8,8,5,5,7,8,9,11,13,13,14,14,14,13,9,7,6,0,0,0,0,0
0,0,0,4,4,5,4,4,6,9,10,11,11,11,11,11,11,10,10,9,15,10,8,0,0,0,0,0
0,0,0,2,3,4,3,3,4,7,10,12,14,11,10,10,12,13,14,15,12,10,4,0,0,0,0,0
0,0,3,4,3,4,4,4,4,4,7,10,11,10,13,10,11,10,10,11,10,8,0,0,0,0,0,0
0,0,0,5,8,10,11,10,8,6,5,4,5,9,12,12,11,13,15,15,14,12,6,0,0,0,0,0
0,0,0,3,4,4,5,5,4,5,7,8,8,9,8,8,8,8,9,9,8,7,5,0,0,0,0,0
0,0,0,4,7,7,4,4,3,3,3,3,3,3,3,10,11,12,7,8,11,10,7,0,0,0,0,0
0,0,0,4,5,5,6,6,6,5,5,5,8,13,15,16,16,16,15,14,12,8,5,0,0,0,0,0
0,0,0,6,8,8,7,5,4,3,3,3,6,12,13,14,13,13,11,16,14,14,9,0,0,0,0,0
0,0,0,5,6,5,6,5,5,4,4,4,5,4,4,10,12,12,10,10,12,11,9,0,0,0,0,0
0,0,0,0,2,4,4,3,3,3,9,10,10,8,9,9,14,18,15,8,0,0,0,0,0,0,0,0
0,0,0,4,7,9,8,9,7,6,6,5,4,13,16,16,16,16,15,14,14,12,9,0,0,0,0,0
0,0,3,3,4,4,4,4,3,4,4,4,7,10,12,13,13,12,11,10,9,6,0,0,0,0,0,0
0,0,3,3,3,3,3,4,3,3,3,3,8,10,11,11,10,9,11,10,9,5,0,0,0,0,0,0
0,0,0,0,5,6,7,7,6,4,3,4,6,10,10,10,9,8,8,8,9,9,8,6,0,0,0,0
0,0,0,3,4,7,6,5,6,6,6,6,8,11,12,10,6,6,6,8,10,12,9,0,0,0,0,0
0,0,0,3,4,5,5,4,5,4,4,3,10,11,11,12,10,9,10,9,9,6,5,0,0,0,0,0
0,0,0,4,8,10,10,10,9,5,5,5,4,10,11,13,12,13,14,14,14,12,8,0,0,0,0,0
0,0,0,0,2,5,6,6,6,5,4,5,7,10,11,12,5,5,7,7,11,10,7,5,0,0,0,0
0,0,0,4,5,5,5,5,5,5,5,4,5,8,10,12,13,12,13,12,9,8,6,0,0,0,0,0
0,0,4,4,4,3,4,5,4,4,4,5,5,11,13,14,15,14,10,14,12,9,0,0,0,0,0,0
0,0,0,5,6,5,6,4,6,5,5,5,7,9,13,12,9,8,7,8,8,9,7,0,0,0,0,0
0,0,3,4,4,5,4,4,4,4,8,9,11,14,11,13,10,11,13,13,12,9,0,0,0,0,0,0
0,0,0,4,4,6,6,5,5,5,5,4,4,6,7,8,8,9,10,9,7,6,5,0,0,0,0,0
0,0,3,4,3,3,3,3,4,3,3,3,9,13,15,10,10,9,11,10,15,11,0,0,0,0,0,0
0,0,0,4,6,6,4,4,4,3,3,2,2,2,2,7,8,10,7,5,7,7,6,0,0,0,0,0
0,0,3,4,4,4,4,4,4,5,12,14,14,14,13,12,12,13,13,14,15,13,0,0,0,0,0,0
0,0,5,5,4,3,2,3,3,3,3,3,8,10,11,10,9,9,8,11,9,7,0,0,0,0,0,0
0,0,0,0,0,0,3,4,5,6,5,4,7,13,15,17,20,19,14,10,0,0,0,0,0,0,0,0
0,0,0,4,6,7,6,6,6,6,5,10,13,13,14,14,11,9,10,11,11,9,7,0,0,0,0,0
0,0,0,3,4,5,5,4,4,5,4,11,13,11,6,8,8,9,9,10,10,8,7,0,0,0,0,0
0,0,0,5,7,6,5,4,4,4,4,4,7,9,9,10,9,10,8,10,9,9,6,0,0,0,0,0
0,0,0,5,7,8,9,7,6,6,5,4,5,9,13,15,15,12,11,12,12,10,9,0,0,0,0,0
0,0,0,4,4,4,4,3,3,4,4,3,3,3,7,10,9,8,6,7,9,8,6,0,0,0,0,0
0,0,0,3,4,6,6,5,5,5,6,8,9,11,10,9,10,10,9,10,9,8,6,0,0,0,0,0
0,0,6,7,5,5,4,3,4,4,5,13,16,17,14,12,11,9,11,13,13,10,0,0,0,0,0,0
0,3,3,4,4,4,4,4,4,4,4,9,11,12,12,14,14,14,13,12,9,0,0,0,0,0,0,0
0,0,3,5,5,6,5,5,5,4,5,4,4,9,12,14,14,12,12,14,12,9,0,0,0,0,0,0
0,0,0,4,5,6,4,5,5,5,4,4,5,4,4,8,10,10,9,7,8,8,7,0,0,0,0,0
0,0,0,3,5,5,4,3,3,3,3,3,3,5,5,8,6,8,7,5,7,8,5,0,0,0,0,0
0,0,3,3,4,5,5,5,4,4,5,4,10,13,13,13,12,11,11,11,9,7,0,0,0,0,0,0
0,0,0,3,4,4,3,3,4,3,3,8,9,8,10,8,9,10,8,6,7,6,5,0,0,0,0,0
0,0,0,3,5,6,5,4,4,5,5,4,4,4,5,8,8,7,8,9,8,8,4,0,0,0,0,0
0,0,4,4,4,4,5,5,5,4,10,12,14,14,15,13,14,14,17,18,15,11,0,0,0,0,0,0
0,3,3,3,3,3,4,4,4,4,4,4,4,9,12,13,10,12,13,11,8,0,0,0,0,0,0,0
