0,0,0,0,0,0,0,7,10,11,7,6,5,7,6,7,8,10,8,6,0,0,0,0,0,0,0,0
0,0,0,0,5,9,11,11,12,11,7,7,4,5,6,6,6,6,5,6,10,11,8,0,0,0,0,0
0,0,0,0,4,10,11,11,8,6,7,6,7,7,7,7,5,7,5,8,13,11,8,0,0,0,0,0
0,0,0,0,4,9,11,11,10,11,10,8,8,8,8,9,8,9,10,12,10,8,6,0,0,0,0,0
0,0,0,0,3,6,7,6,7,6,6,4,3,4,5,3,5,5,3,5,7,7,6,0,0,0,0,0
0,0,0,0,7,11,13,14,9,8,8,8,8,8,8,8,9,10,10,12,12,8,7,0,0,0,0,0
0,0,0,0,4,7,9,13,7,5,6,5,5,4,5,6,5,5,6,5,12,10,6,0,0,0,0,0
0,0,0,0,8,11,7,5,3,3,6,7,5,5,4,4,3,4,4,4,4,6,4,0,0,0,0,0
0,0,0,0,3,9,11,11,9,10,8,6,5,6,7,8,8,7,8,8,11,9,8,0,0,0,0,0
0,0,0,0,4,9,12,6,5,5,5,4,3,3,3,4,4,3,5,6,6,12,9,0,0,0,0,0
0,0,0,0,1,5,5,12,16,17,15,14,14,7,7,6,7,10,18,18,16,13,7,0,0,0,0,0
0,0,0,0,7,4,4,4,5,5,3,4,5,3,3,3,2,3,3,3,2,6,5,0,0,0,0,0
0,0,0,0,6,10,10,10,5,4,6,7,7,5,5,5,4,5,9,15,12,9,5,0,0,0,0,0
0,0,0,0,9,11,5,3,4,4,3,4,4,3,4,5,5,4,5,7,9,10,7,0,0,0,0,0
0,0,0,0,4,10,11,13,11,9,8,9,9,8,9,10,10,12,13,12,10,8,3,0,0,0,0,0
0,0,0,0,14,15,12,12,8,8,8,8,8,8,7,7,8,8,8,9,12,11,6,0,0,0,0,0
0,0,0,0,3,6,9,12,14,16,16,15,10,9,9,10,14,17,17,17,14,10,6,0,0,0,0,0
0,0,0,0,2,8,9,11,13,11,11,9,11,10,9,7,8,9,9,9,13,11,9,0,0,0,0,0
0,0,0,0,6,12,14,12,9,8,7,6,6,6,7,7,7,8,7,7,13,11,6,0,0,0,0,0
0,0,0,0,4,11,13,9,7,7,8,6,6,5,5,4,6,6,9,10,14,12,7,0,0,0,0,0
0,0,0,0,3,10,12,14,16,16,16,13,13,8,8,8,9,10,12,16,14,12,8,0,0,0,0,0
0,0,0,0,7,11,13,13,7,8,7,6,7,8,9,8,8,8,10,10,13,10,8,0,0,0,0,0
0,0,0,0,4,5,6,12,12,13,8,6,4,4,3,3,5,8,9,16,13,12,1,0,0,0,0,0
0,0,0,0,2,10,12,14,16,13,10,7,6,5,6,4,6,7,7,9,13,10,8,0,0,0,0,0
0,0,0,0,1,6,14,16,11,7,7,8,6,6,8,9,10,15,16,16,15,9,2,0,0,0,0,0
0,0,0,0,6,11,11,8,8,5,6,7,7,6,6,6,7,6,7,8,13,10,8,0,0,0,0,0
0,0,0,0,5,9,6,5,8,8,8,7,5,4,5,6,5,7,8,7,12,10,7,0,0,0,0,0
0,0,0,0,10,12,14,12,7,7,5,5,6,6,5,4,5,7,8,12,11,7,2,0,0,0,0,0
0,0,0,0,7,11,12,11,11,10,8,8,8,8,8,9,9,9,9,12,13,11,8,0,0,0,0,0
0,0,0,0,10,12,14,10,8,8,7,7,8,8,8,8,6,8,8,9,11,9,6,0,0,0,0,0
0,0,0,0,3,10,12,13,11,11,10,8,5,6,6,6,4,5,6,7,14,11,9,0,0,0,0,0
0,0,0,0,3,11,13,14,14,15,13,11,11,9,10,10,13,17,16,15,14,12,8,0,0,0,0,0
0,0,0,0,4,10,11,8,4,5,5,6,7,7,7,5,5,6,8,8,12,10,6,0,0,0,0,0
0,0,0,0,5,9,11,7,7,7,10,10,8,9,7,8,8,8,9,12,11,10,8,0,0,0,0,0
0,0,0,0,2,9,11,14,16,15,15,12,12,14,12,12,12,11,15,16,12,11,8,0,0,0,0,0
0,0,0,0,8,8,11,13,13,11,10,9,10,10,10,10,10,11,15,15,13,11,8,0,0,0,0,0
0,0,0,0,7,12,14,15,13,12,11,9,9,9,10,9,8,9,11,11,12,10,6,0,0,0,0,0
0,0,0,0,4,9,11,12,9,13,13,10,11,11,11,10,9,10,10,12,13,12,10,0,0,0,0,0
0,0,0,0,7,9,15,17,12,11,11,10,10,10,8,8,9,9,12,13,12,9,4,0,0,0,0,0
0,0,0,0,5,11,13,15,17,15,10,6,6,6,6,6,8,10,8,11,12,8,6,0,0,0,0,0
0,0,0,0,4,9,11,11,11,11,9,8,7,8,7,6,7,8,9,12,15,12,10,0,0,0,0,0
0,0,0,0,4,8,10,13,14,14,10,8,8,6,6,7,8,9,9,10,14,11,9,0,0,0,0,0
0,0,0,0,2,9,13,14,13,13,11,10,9,11,9,12,13,16,14,12,9,7,6,3,0,0,0,0
0,0,0,0,4,7,10,13,14,10,8,7,7,7,7,8,8,10,13,14,13,10,5,0,0,0,0,0
0,0,0,0,2,7,12,13,14,11,8,6,7,6,6,6,7,7,8,9,14,13,7,0,0,0,0,0
0,0,0,0,5,10,15,12,6,6,6,5,5,5,5,6,7,7,8,9,13,11,9,0,0,0,0,0
0,0,0,0,3,7,5,5,6,7,6,8,6,6,6,7,7,7,8,7,7,7,6,0,0,0,0,0
0,0,0,0,7,11,15,16,8,6,5,6,7,7,7,6,5,6,9,11,14,11,6,0,0,0,0,0
0,0,0,0,5,8,4,4,4,6,7,4,6,6,6,6,5,5,7,8,12,9,6,0,0,0,0,0
0,0,0,0,7,8,6,4,6,6,6,6,5,5,5,5,3,4,4,5,6,6,6,0,0,0,0,0
0,0,0,0,7,12,8,7,7,7,8,5,2,4,4,3,5,5,4,6,7,8,6,0,0,0,0,0
0,0,0,0,3,8,8,7,5,4,3,4,4,4,4,4,4,5,6,7,14,12,8,0,0,0,0,0
0,0,0,0,4,12,4,3,2,3,4,3,2,1,1,3,2,2,3,4,4,5,9,0,0,0,0,0
0,0,0,0,4,11,14,12,8,9,9,11,8,8,8,8,8,8,10,10,13,11,6,0,0,0,0,0
0,0,0,0,7,11,8,6,4,3,2,2,2,4,5,4,4,5,7,8,14,12,8,0,0,0,0,0
0,0,0,0,2,10,16,17,18,16,9,9,7,5,4,4,4,4,10,12,16,14,8,0,0,0,0,0
0,0,0,0,2,7,9,12,10,11,7,7,5,5,5,4,4,5,8,12,17,14,9,0,0,0,0,0
0,0,0,0,5,9,11,8,6,5,5,5,4,5,5,4,6,5,7,7,12,10,6,0,0,0,0,0
0,0,0,0,3,10,11,13,15,17,12,8,6,6,6,7,8,6,8,9,14,12,9,0,0,0,0,0
0,0,0,0,9,12,14,16,11,12,10,10,10,10,10,10,12,17,16,16,13,10,6,0,0,0,0,0
0,0,0,0,4,8,11,13,11,9,6,5,4,5,4,4,5,8,9,17,15,12,8,0,0,0,0,0
0,0,0,0,2,10,12,14,9,7,6,4,5,3,3,3,4,4,7,10,13,9,6,0,0,0,0,0
0,0,0,0,4,6,8,8,6,5,6,5,5,4,5,5,5,4,6,7,11,13,7,0,0,0,0,0
0,0,0,0,5,11,7,6,5,3,4,3,4,4,4,4,4,5,6,9,14,12,8,0,0,0,0,0
0,0,0,0,11,14,15,13,13,10,7,6,6,6,5,7,8,7,9,13,11,7,4,0,0,0,0,0
0,0,0,0,6,9,11,11,9,7,7,7,7,5,5,6,7,8,8,10,10,7,4,0,0,0,0,0
0,0,0,0,4,8,11,9,6,5,5,7,7,7,7,6,7,7,7,6,12,11,7,0,0,0,0,0
0,0,0,0,5,9,11,10,10,11,7,6,6,7,8,6,5,7,8,12,10,6,3,0,0,0,0,0
0,0,0,0,4,11,13,9,7,7,8,9,9,8,7,8,8,9,10,11,12,10,7,0,0,0,0,0
